,GOV,Level of government,TAX,Tax revenue,VAR,Indicator,COU,Country,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
569,NES,Total,4500,4500 Non-recurrent taxes on property,TAXNAT,Tax revenue in national currency,USA,United States,2014,2014,USD,US Dollar,9,Billions,,,0.0,,
570,NES,Total,4500,4500 Non-recurrent taxes on property,TAXNAT,Tax revenue in national currency,USA,United States,2015,2015,USD,US Dollar,9,Billions,,,0.0,,
571,NES,Total,4500,4500 Non-recurrent taxes on property,TAXNAT,Tax revenue in national currency,USA,United States,2016,2016,USD,US Dollar,9,Billions,,,0.0,,
572,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1965,1965,PC,Percentage,0,Units,,,0.0,,
573,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1966,1966,PC,Percentage,0,Units,,,0.0,,
574,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1967,1967,PC,Percentage,0,Units,,,0.0,,
575,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1968,1968,PC,Percentage,0,Units,,,0.0,,
576,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1969,1969,PC,Percentage,0,Units,,,0.0,,
577,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1970,1970,PC,Percentage,0,Units,,,0.0,,
578,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1971,1971,PC,Percentage,0,Units,,,0.0,,
579,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1972,1972,PC,Percentage,0,Units,,,0.0,,
580,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1973,1973,PC,Percentage,0,Units,,,0.0,,
581,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1974,1974,PC,Percentage,0,Units,,,0.0,,
582,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1975,1975,PC,Percentage,0,Units,,,0.0,,
583,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1976,1976,PC,Percentage,0,Units,,,0.0,,
584,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1977,1977,PC,Percentage,0,Units,,,0.0,,
585,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1978,1978,PC,Percentage,0,Units,,,0.0,,
586,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1979,1979,PC,Percentage,0,Units,,,0.0,,
587,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1980,1980,PC,Percentage,0,Units,,,0.0,,
588,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1981,1981,PC,Percentage,0,Units,,,0.0,,
589,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1982,1982,PC,Percentage,0,Units,,,0.0,,
590,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1983,1983,PC,Percentage,0,Units,,,0.0,,
591,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1984,1984,PC,Percentage,0,Units,,,0.0,,
592,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1985,1985,PC,Percentage,0,Units,,,0.0,,
593,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1986,1986,PC,Percentage,0,Units,,,0.0,,
594,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1987,1987,PC,Percentage,0,Units,,,0.0,,
595,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1988,1988,PC,Percentage,0,Units,,,0.0,,
596,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1989,1989,PC,Percentage,0,Units,,,0.0,,
597,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1990,1990,PC,Percentage,0,Units,,,0.0,,
598,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1991,1991,PC,Percentage,0,Units,,,0.0,,
599,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1992,1992,PC,Percentage,0,Units,,,0.0,,
600,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1993,1993,PC,Percentage,0,Units,,,0.0,,
601,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1994,1994,PC,Percentage,0,Units,,,0.0,,
602,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1995,1995,PC,Percentage,0,Units,,,0.0,,
603,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1996,1996,PC,Percentage,0,Units,,,0.0,,
604,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1997,1997,PC,Percentage,0,Units,,,0.0,,
605,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1998,1998,PC,Percentage,0,Units,,,0.0,,
606,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,1999,1999,PC,Percentage,0,Units,,,0.0,,
607,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2000,2000,PC,Percentage,0,Units,,,0.0,,
608,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2001,2001,PC,Percentage,0,Units,,,0.0,,
609,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2002,2002,PC,Percentage,0,Units,,,0.0,,
610,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2003,2003,PC,Percentage,0,Units,,,0.0,,
611,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2004,2004,PC,Percentage,0,Units,,,0.0,,
612,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2005,2005,PC,Percentage,0,Units,,,0.0,,
613,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2006,2006,PC,Percentage,0,Units,,,0.0,,
614,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2007,2007,PC,Percentage,0,Units,,,0.0,,
615,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2008,2008,PC,Percentage,0,Units,,,0.0,,
616,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2009,2009,PC,Percentage,0,Units,,,0.0,,
617,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2010,2010,PC,Percentage,0,Units,,,0.0,,
618,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2011,2011,PC,Percentage,0,Units,,,0.0,,
619,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2012,2012,PC,Percentage,0,Units,,,0.0,,
620,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2013,2013,PC,Percentage,0,Units,,,0.0,,
621,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2014,2014,PC,Percentage,0,Units,,,0.0,,
622,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2015,2015,PC,Percentage,0,Units,,,0.0,,
623,NES,Total,4500,4500 Non-recurrent taxes on property,TAXGDP,Tax revenue as % of GDP,USA,United States,2016,2016,PC,Percentage,0,Units,,,0.0,,
624,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1965,1965,USD,US Dollar,9,Billions,,,0.0,,
625,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1966,1966,USD,US Dollar,9,Billions,,,0.0,,
626,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1967,1967,USD,US Dollar,9,Billions,,,0.0,,
627,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1968,1968,USD,US Dollar,9,Billions,,,0.0,,
628,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1969,1969,USD,US Dollar,9,Billions,,,0.0,,
629,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1970,1970,USD,US Dollar,9,Billions,,,0.0,,
630,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1971,1971,USD,US Dollar,9,Billions,,,0.0,,
631,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1972,1972,USD,US Dollar,9,Billions,,,0.0,,
632,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1973,1973,USD,US Dollar,9,Billions,,,0.0,,
633,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1974,1974,USD,US Dollar,9,Billions,,,0.0,,
634,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1975,1975,USD,US Dollar,9,Billions,,,0.0,,
635,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1976,1976,USD,US Dollar,9,Billions,,,0.0,,
636,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1977,1977,USD,US Dollar,9,Billions,,,0.0,,
637,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1978,1978,USD,US Dollar,9,Billions,,,0.0,,
638,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1979,1979,USD,US Dollar,9,Billions,,,0.0,,
639,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1980,1980,USD,US Dollar,9,Billions,,,0.0,,
640,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1981,1981,USD,US Dollar,9,Billions,,,0.0,,
641,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1982,1982,USD,US Dollar,9,Billions,,,0.0,,
642,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1983,1983,USD,US Dollar,9,Billions,,,0.0,,
643,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1984,1984,USD,US Dollar,9,Billions,,,0.0,,
644,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1985,1985,USD,US Dollar,9,Billions,,,0.0,,
645,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1986,1986,USD,US Dollar,9,Billions,,,0.0,,
646,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1987,1987,USD,US Dollar,9,Billions,,,0.0,,
647,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1988,1988,USD,US Dollar,9,Billions,,,0.0,,
648,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1989,1989,USD,US Dollar,9,Billions,,,0.0,,
649,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1990,1990,USD,US Dollar,9,Billions,,,2.972,,
650,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1991,1991,USD,US Dollar,9,Billions,,,3.2230000000000003,,
651,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1992,1992,USD,US Dollar,9,Billions,,,3.6519999999999997,,
652,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1993,1993,USD,US Dollar,9,Billions,,,3.623,,
653,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1994,1994,USD,US Dollar,9,Billions,,,4.061,,
654,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1995,1995,USD,US Dollar,9,Billions,,,4.166,,
655,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1996,1996,USD,US Dollar,9,Billions,,,4.5360000000000005,,
656,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1997,1997,USD,US Dollar,9,Billions,,,4.618,,
657,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1998,1998,USD,US Dollar,9,Billions,,,4.835,,
658,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,1999,1999,USD,US Dollar,9,Billions,,,5.131,,
659,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2000,2000,USD,US Dollar,9,Billions,,,4.848,,
660,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2001,2001,USD,US Dollar,9,Billions,,,5.065,,
661,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2002,2002,USD,US Dollar,9,Billions,,,5.172999999999999,,
662,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2003,2003,USD,US Dollar,9,Billions,,,5.752999999999999,,
663,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2004,2004,USD,US Dollar,9,Billions,,,5.732,,
664,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2005,2005,USD,US Dollar,9,Billions,,,6.199,,
665,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2006,2006,USD,US Dollar,9,Billions,,,6.64,,
666,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2007,2007,USD,US Dollar,9,Billions,,,6.939,,
667,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2008,2008,USD,US Dollar,9,Billions,,,7.027,,
668,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2009,2009,USD,US Dollar,9,Billions,,,7.437,,
669,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2010,2010,USD,US Dollar,9,Billions,,,7.519,,
670,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2011,2011,USD,US Dollar,9,Billions,,,7.345,,
671,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2012,2012,USD,US Dollar,9,Billions,,,7.3020000000000005,,
672,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2013,2013,USD,US Dollar,9,Billions,,,7.565,,
673,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2014,2014,USD,US Dollar,9,Billions,,,7.665,,
674,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2015,2015,USD,US Dollar,9,Billions,,,7.777,,
675,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXNAT,Tax revenue in national currency,USA,United States,2016,2016,USD,US Dollar,9,Billions,,,7.94875,,
676,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1965,1965,PC,Percentage,0,Units,,,0.0,,
677,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1966,1966,PC,Percentage,0,Units,,,0.0,,
678,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1967,1967,PC,Percentage,0,Units,,,0.0,,
679,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1968,1968,PC,Percentage,0,Units,,,0.0,,
680,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1969,1969,PC,Percentage,0,Units,,,0.0,,
681,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1970,1970,PC,Percentage,0,Units,,,0.0,,
682,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1971,1971,PC,Percentage,0,Units,,,0.0,,
683,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1972,1972,PC,Percentage,0,Units,,,0.0,,
684,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1973,1973,PC,Percentage,0,Units,,,0.0,,
685,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1974,1974,PC,Percentage,0,Units,,,0.0,,
686,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1975,1975,PC,Percentage,0,Units,,,0.0,,
687,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1976,1976,PC,Percentage,0,Units,,,0.0,,
688,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1977,1977,PC,Percentage,0,Units,,,0.0,,
689,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1978,1978,PC,Percentage,0,Units,,,0.0,,
690,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1979,1979,PC,Percentage,0,Units,,,0.0,,
691,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1980,1980,PC,Percentage,0,Units,,,0.0,,
692,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1981,1981,PC,Percentage,0,Units,,,0.0,,
693,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1982,1982,PC,Percentage,0,Units,,,0.0,,
694,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1983,1983,PC,Percentage,0,Units,,,0.0,,
695,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1984,1984,PC,Percentage,0,Units,,,0.0,,
696,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1985,1985,PC,Percentage,0,Units,,,0.0,,
697,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1986,1986,PC,Percentage,0,Units,,,0.0,,
698,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1987,1987,PC,Percentage,0,Units,,,0.0,,
699,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1988,1988,PC,Percentage,0,Units,,,0.0,,
700,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1989,1989,PC,Percentage,0,Units,,,0.0,,
701,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1990,1990,PC,Percentage,0,Units,,,0.05,,
702,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1991,1991,PC,Percentage,0,Units,,,0.052000000000000005,,
703,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1992,1992,PC,Percentage,0,Units,,,0.055999999999999994,,
704,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1993,1993,PC,Percentage,0,Units,,,0.053,,
705,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1994,1994,PC,Percentage,0,Units,,,0.055999999999999994,,
706,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1995,1995,PC,Percentage,0,Units,,,0.054000000000000006,,
707,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1996,1996,PC,Percentage,0,Units,,,0.055999999999999994,,
708,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1997,1997,PC,Percentage,0,Units,,,0.054000000000000006,,
709,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1998,1998,PC,Percentage,0,Units,,,0.053,,
710,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,1999,1999,PC,Percentage,0,Units,,,0.053,,
711,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2000,2000,PC,Percentage,0,Units,,,0.047,,
712,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2001,2001,PC,Percentage,0,Units,,,0.048,,
713,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2002,2002,PC,Percentage,0,Units,,,0.047,,
714,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2003,2003,PC,Percentage,0,Units,,,0.05,,
715,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2004,2004,PC,Percentage,0,Units,,,0.047,,
716,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2005,2005,PC,Percentage,0,Units,,,0.047,,
717,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2006,2006,PC,Percentage,0,Units,,,0.048,,
718,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2007,2007,PC,Percentage,0,Units,,,0.048,,
719,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2008,2008,PC,Percentage,0,Units,,,0.048,,
720,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2009,2009,PC,Percentage,0,Units,,,0.052000000000000005,,
721,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2010,2010,PC,Percentage,0,Units,,,0.05,,
722,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2011,2011,PC,Percentage,0,Units,,,0.047,,
723,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2012,2012,PC,Percentage,0,Units,,,0.045,,
724,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2013,2013,PC,Percentage,0,Units,,,0.045,,
725,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2014,2014,PC,Percentage,0,Units,,,0.044000000000000004,,
726,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2015,2015,PC,Percentage,0,Units,,,0.043,,
727,NES,Total,4600,4600 Other recurrent taxes on property except 4100 and 4200,TAXGDP,Tax revenue as % of GDP,USA,United States,2016,2016,PC,Percentage,0,Units,,,0.043,,
728,NES,Total,5000,5000 Taxes on goods and services,TAXNAT,Tax revenue in national currency,USA,United States,1965,1965,USD,US Dollar,9,Billions,,,38.016999999999996,,
729,NES,Total,5000,5000 Taxes on goods and services,TAXNAT,Tax revenue in national currency,USA,United States,1966,1966,USD,US Dollar,9,Billions,,,39.374,,
730,NES,Total,5000,5000 Taxes on goods and services,TAXNAT,Tax revenue in national currency,USA,United States,1967,1967,USD,US Dollar,9,Billions,,,41.772,,
