"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",9.44901654123724,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",9.78322271810922,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",10.0955929300207,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",10.143248731215,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",10.0139491447283,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",9.68681609582214,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",9.77830682061409,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",9.88882283441015,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",9.69598477608296,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",9.82303437840427,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",10.0561285169595,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",10.2151943751392,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",9.77857117327792,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",9.75006520705157,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",9.87805503668006,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",9.8551607803141,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",9.86905576994896,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",9.84913380268049,
"POL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",9.70414917662254,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1988",3.46779630519052,"E"
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1989",3.45419243844628,"E"
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",3.42799632998863,"E"
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",3.71088012588679,"E"
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",4.17275974750081,"E"
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",4.4839681465048,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",4.69741259465203,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",4.28726464329835,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",3.96295093371218,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",3.96778655254768,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",4.25596190945497,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",4.49945020841857,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",4.54185491550975,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",4.92787017294725,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",5.09485586420677,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",5.47367113283089,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",5.19510483029585,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",5.22475007023193,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",5.09480542872204,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",5.05632718068689,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",5.29701958471533,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",5.77303970233146,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",5.66728358259643,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",5.73119545354889,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",5.7983018141382,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",6.14120918565264,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",6.06548764725069,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",6.17041360042889,
"MEX","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",6.00342745175253,"E"
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",15.9082513369889,"E"
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",3.47337006644294,"E"
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",4.25728665638716,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",9.90729558676883,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",11.4859081569687,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",11.6945349606078,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",9.30449551834621,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",8.71966729455251,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",8.67786075111084,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",8.65182583123609,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",8.07321289412469,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",7.34007791108525,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",7.26386852571845,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",7.476743632471,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",7.8032229641309,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",8.22093382135214,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",9.23204218554936,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",9.09531172662626,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",8.51225388290532,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",8.63000251445897,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",8.93497148094079,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",10.4662102876981,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",10.6405113852851,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",10.6038674684118,
"SVK","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",10.2159632704013,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",8.09877068467776,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",8.15555392579533,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",8.88923172905851,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",8.86452912386872,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",8.68201026533906,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",8.05558018692252,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",8.15381391119914,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",8.82740710294304,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",8.41716360886382,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",8.00608084067982,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",8.52477586957533,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",8.68369937599413,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",8.88171433500511,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",8.61056928598259,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",8.56379725901601,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",8.45909175759217,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",8.08328802870501,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",8.24881891555448,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",8.75329191330074,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",9.42501765578262,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",9.69171002963852,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",9.44630491855717,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",9.23318169695163,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",9.37446508141899,
"ZAF","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",9.23954535524123,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1970",8.03760604286872,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1971",8.19511215996102,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1972",8.37301519683746,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1973",8.32414144607396,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1974",9.94952920629998,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1975",11.1388150828279,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1976",10.8985647060579,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1977",10.1243037614554,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1978",9.63416900054133,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1979",9.37202460752403,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1980",10.0576624020808,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1981",10.372168587905,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1982",10.2988200223419,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1983",10.3729473193231,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1984",10.1363186158996,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1985",9.68974200056871,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1986",9.80895357323258,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1987",9.85531486331242,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1988",9.64523737926199,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1989",9.36859445950541,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",10.0434466872705,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",10.6566600939031,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",11.1501621467452,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",10.6919718848247,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",10.6071252097834,"E"
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",9.7326044019392,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",9.69746477875479,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",8.98548189425609,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",9.08661693760732,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",9.4091303175653,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",9.4824302032146,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",9.86512820921463,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",10.4533896442471,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",10.9083618045975,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",11.3101685335917,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",11.5293360302372,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",11.7882368671303,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",11.7705369387885,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",12.2709514392998,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",13.4467376999804,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",13.3531678788711,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",12.9826103982497,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",12.8724511144541,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",12.6143230152832,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",12.5244063449719,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",12.3509960497701,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",12.2204654525662,
"GBR","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",11.900810084625,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",4.2868574723345,"E"
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",4.88780543167911,"E"
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",5.14076245829592,"E"
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",5.21369484944076,"E"
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",5.08219544905774,"E"
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",5.3388042340903,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",5.46031889683146,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",5.49746248635868,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",5.40260719328849,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",5.47906614323993,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",5.33082272991981,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",5.30512383965958,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",5.60354688574769,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",5.75503148840952,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",5.75607183033652,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",5.68984709991368,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",5.48163619385988,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",5.24414219043892,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",5.29030760922324,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",5.66388871189777,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",5.58566089783564,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",5.63150258888749,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",5.79739136265326,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",5.80956855270416,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",5.85492488174979,
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",5.93431460647765,"E"
"CHE","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",5.9670128664637,"E"
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1970",6.29217943628424,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1971",6.76365435207879,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1972",7.05941489896451,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1973",7.16265330169109,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1974",8.30885143588086,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1975",9.47448115078173,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1976",9.20874544508069,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1977",9.29613987587351,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1978",9.07403971052143,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1979",8.86003422873726,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1980",9.2094276979718,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1981",9.1467790624822,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1982",9.48601343133626,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1983",9.56615492792687,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1984",10.0917353085158,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1985",10.4503084699506,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1986",10.3476279320496,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1987",9.77446858427022,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1988",9.33208557313543,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1989",9.26413721053439,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1990",9.92331240245188,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1991",10.4100236957289,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1992",10.3018260226268,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",10.0315195966866,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",10.0235155196364,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",9.95832061850004,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",9.88094530615479,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",10.0292978879335,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",10.7481272214792,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",10.8501208275895,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",10.6879446511324,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",10.6387352890073,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",10.6055496435298,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",10.7423144213947,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",10.9177599874966,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",10.7561470655878,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",10.5009929548586,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",10.5561873105975,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",10.9164572574787,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",11.1519776703341,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",11.0208532059038,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",10.9993987172635,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",10.9084662314311,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",10.7934948263415,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",11.2612895983974,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",11.6276533438097,
"AUS","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",11.57030963274,
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1993",14.897725166316,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1994",14.1290453363914,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",13.4680946823444,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",12.9217932272494,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",12.180659820427,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",12.1084212727738,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",11.7984433475755,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",11.5435977361396,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",11.8830270905842,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",12.0177565882499,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",12.039064246542,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",11.8549386660962,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",11.6733505446022,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",11.8483700991574,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",11.8638324730374,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",12.0674544404886,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",13.3909009894726,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",13.1784363989729,"E"
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",13.1765682458579,
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",13.1226620191051,
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",12.9033189010667,
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",12.6290060900065,
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",12.9952803213519,
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",13.1204124110368,
"CAN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",12.9461325879961,
"BRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",7.52554076369965,
"BRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",7.70899341053866,
"BRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",7.55169520391463,
"BRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",8.0819728491477,
"BRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",8.41434425924558,
"BRA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",8.75134490267916,
"IDN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",3.45439835658198,
"IDN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",3.38574424079698,
"IDN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",3.52710618638325,
"IDN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",3.56629388236117,
"IDN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",3.53295709318405,
"IDN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",3.74789659574986,
"IDN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",3.63632043451972,
"IDN","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",3.48504817310065,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1995",11.1385767827173,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",10.3799234180688,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",10.0825639158462,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",10.4583138560254,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",10.7978275967406,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",10.3173210578361,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",10.0342943729025,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",10.6582192555719,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",10.1770806868167,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",8.43427100956019,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",7.05945151189595,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",6.66669785236748,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",7.4721893971998,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",8.70405546166344,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",9.1132739736818,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",8.65069291071783,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",8.32529624911607,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",7.93609482174431,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",8.18967719081066,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",8.17081328467417,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",8.52571289757489,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2016",8.89896125740839,
"LVA","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2017",8.88729805289195,
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1996",8.41719190773953,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1997",8.28222608686276,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1998",8.3657697152938,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","1999",8.46925556936035,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",8.51816684017811,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",8.78757571027344,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2002",9.00607552118091,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2003",9.09326992733761,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2004",9.01213046680737,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2005",9.01966746410722,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2006",9.01525143425794,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2007",9.01843683220492,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2008",9.32035912244863,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2009",9.99586207162844,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2010",9.8558402192309,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2011",9.71727492616712,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2012",9.63475052318358,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2013",9.63909462951301,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2014",9.58434861986296,"E"
"OAVG","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2015",9.52247764427534,"E"
"COL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2000",5.80201504812234,
"COL","GGEXPDEST","INDIVIDUAL","PC_GDP","A","2001",6.10269602525559,
